Date,Price,Regime,Regime_Mean
2021-06-14,72.27,3,69.22889394364012
2021-06-15,73.38,3,69.22889394364012
2021-06-16,73.88,3,69.22889394364012
2021-06-17,72.92,3,69.22889394364012
2021-06-18,73.1,3,69.22889394364012
2021-06-21,74.49,3,69.22889394364012
2021-06-22,74.92,3,69.22889394364012
2021-06-23,75.22,3,69.22889394364012
2021-06-24,75.95,3,69.22889394364012
2021-06-25,76.45,3,69.22889394364012
2021-06-28,74.78,3,69.22889394364012
2021-06-29,75.38,3,69.22889394364012
2021-06-30,76.94,3,69.22889394364012
2021-07-01,76.69,3,69.22889394364012
2021-07-02,77.51,3,69.22889394364012
2021-07-05,78.34,3,69.22889394364012
2021-07-06,75.81,3,69.22889394364012
2021-07-07,74.31,3,69.22889394364012
2021-07-08,75.07,3,69.22889394364012
2021-07-09,77.14,3,69.22889394364012
2021-07-12,76.77,3,69.22889394364012
2021-07-13,77.5,3,69.22889394364012
2021-07-14,75.74,3,69.22889394364012
2021-07-15,74.53,3,69.22889394364012
2021-07-16,74.46,3,69.22889394364012
2021-07-19,69.33,3,69.22889394364012
2021-07-20,70.03,3,69.22889394364012
2021-07-21,72.54,3,69.22889394364012
2021-07-22,74.25,3,69.22889394364012
2021-07-23,74.86,3,69.22889394364012
2021-07-26,74.79,3,69.22889394364012
2021-07-27,74.87,3,69.22889394364012
2021-07-28,75.09,3,69.22889394364012
2021-07-29,76.3,3,69.22889394364012
2021-07-30,77.72,3,69.22889394364012
2021-08-02,73.91,3,69.22889394364012
2021-08-03,73.24,3,69.22889394364012
2021-08-04,70.99,3,69.22889394364012
2021-08-05,72.14,3,69.22889394364012
2021-08-06,71.02,3,69.22889394364012
2021-08-09,69.65,3,69.22889394364012
2021-08-10,71.14,3,69.22889394364012
2021-08-11,71.99,3,69.22889394364012
2021-08-12,71.79,3,69.22889394364012
2021-08-13,70.9,3,69.22889394364012
2021-08-16,70.07,3,69.22889394364012
2021-08-17,69.4,3,69.22889394364012
2021-08-18,68.61,3,69.22889394364012
2021-08-19,66.8,3,69.22889394364012
2021-08-20,65.51,3,69.22889394364012
2021-08-23,69.07,3,69.22889394364012
2021-08-24,71.21,3,69.22889394364012
2021-08-25,72.12,3,69.22889394364012
2021-08-26,70.42,3,69.22889394364012
2021-08-27,72.26,3,69.22889394364012
2021-08-31,73.45,3,69.22889394364012
2021-09-01,71.99,3,69.22889394364012
2021-09-02,73.56,3,69.22889394364012
2021-09-03,73.07,3,69.22889394364012
2021-09-06,72.43,3,69.22889394364012
2021-09-07,71.52,3,69.22889394364012
2021-09-08,72.36,3,69.22889394364012
2021-09-09,71.32,3,69.22889394364012
2021-09-10,72.44,3,69.22889394364012
2021-09-13,72.97,3,69.22889394364012
2021-09-14,73.05,3,69.22889394364012
2021-09-15,74.84,3,69.22889394364012
2021-09-16,75.14,3,69.22889394364012
2021-09-17,74.64,3,69.22889394364012
2021-09-20,73.59,3,69.22889394364012
2021-09-21,73.65,3,69.22889394364012
2021-09-22,75.5,3,69.22889394364012
2021-09-23,76.44,3,69.22889394364012
2021-09-24,77.42,3,69.22889394364012
2021-09-27,78.85,3,69.22889394364012
2021-09-28,78.3,3,69.22889394364012
2021-09-29,77.86,3,69.22889394364012
2021-09-30,77.81,3,69.22889394364012
2021-10-01,79.4,3,69.22889394364012
2021-10-04,81.44,3,69.22889394364012
2021-10-05,82.72,3,69.22889394364012
2021-10-06,81.39,3,69.22889394364012
2021-10-07,82.34,3,69.22889394364012
2021-10-08,82.17,3,69.22889394364012
2021-10-11,83.75,3,69.22889394364012
2021-10-12,83.53,3,69.22889394364012
2021-10-13,83.53,3,69.22889394364012
2021-10-14,83.86,3,69.22889394364012
2021-10-15,84.67,3,69.22889394364012
2021-10-18,84.13,3,69.22889394364012
2021-10-19,85.02,3,69.22889394364012
2021-10-20,85.76,3,69.22889394364012
2021-10-21,84.58,3,69.22889394364012
2021-10-22,85.43,3,69.22889394364012
2021-10-25,84.85,3,69.22889394364012
2021-10-26,85.11,3,69.22889394364012
2021-10-27,84.12,3,69.22889394364012
2021-10-28,83.4,3,69.22889394364012
2021-10-29,83.1,3,69.22889394364012
2021-11-01,84.51,3,69.22889394364012
2021-11-02,84.42,3,69.22889394364012
2021-11-03,81.1,3,69.22889394364012
2021-11-04,80.15,3,69.22889394364012
2021-11-05,82.43,3,69.22889394364012
2021-11-08,83.22,3,69.22889394364012
2021-11-09,84.52,3,69.22889394364012
2021-11-10,82.91,3,69.22889394364012
2021-11-11,83.4,3,69.22889394364012
2021-11-12,82.9,3,69.22889394364012
2021-11-15,81.94,3,69.22889394364012
2021-11-16,82.85,3,69.22889394364012
2021-11-17,80.67,3,69.22889394364012
2021-11-18,82.45,3,69.22889394364012
2021-11-19,80.24,3,69.22889394364012
2021-11-22,80.97,3,69.22889394364012
2021-11-23,83.43,3,69.22889394364012
2021-11-24,82.37,3,69.22889394364012
2021-11-25,82.05,3,69.22889394364012
2021-11-26,72.37,3,69.22889394364012
2021-11-29,73.34,3,69.22889394364012
2021-11-30,70.86,3,69.22889394364012
2021-12-01,69.53,3,69.22889394364012
2021-12-02,70.56,3,69.22889394364012
2021-12-03,70.71,3,69.22889394364012
2021-12-06,73.38,3,69.22889394364012
2021-12-07,75.54,3,69.22889394364012
2021-12-08,75.94,3,69.22889394364012
2021-12-09,74.1,3,69.22889394364012
2021-12-10,74.98,3,69.22889394364012
2021-12-13,74.12,3,69.22889394364012
2021-12-14,73.37,3,69.22889394364012
2021-12-15,73.71,3,69.22889394364012
2021-12-16,74.64,3,69.22889394364012
2021-12-17,72.97,3,69.22889394364012
2021-12-20,70.51,3,69.22889394364012
2021-12-21,72.85,3,69.22889394364012
2021-12-22,74.69,3,69.22889394364012
2021-12-23,76.26,3,69.22889394364012
2021-12-24,75.24,3,69.22889394364012
